Наименование;Производитель ;Цена;Ссылка
АНАЛЬГИН РЕНЕВАЛ;Обновление ПФК  АО ;48;/product/analgin-reneval-05-n10-tabl-600814f09b18842ff9d0b6b0/
ВАЛЕРИАНЫ ЭКСТРАКТ РЕНЕВАЛ;Обновление ПФК  АО ;48;/product/valeriany-ekstrakt-reneval-002-n56-tabl-pplenoboloch-608bf8559105d84cfe522063/
ПРОПРОТЕН-100;Материа Медика Холдинг НПФ ООО ;176;/product/proproten-100-n20-tabl-drassas-5e32685af5a9ae00014084a6/
ХОЛИНА АЛЬФОСЦЕРАТ;ОЗОН ООО ;408;/product/xolina-alfosczerat-025ml-4ml-n5-amp-r-r-vv-vm-ozon-5e3269ddf5a9ae0001408fdd/
КВЕНТИАКС СР;КРКА, д.д., Ново место, АО ;1 110;/product/kventiaks-sr-02-n60-tabl-prolong-pplenoboloch-5e327679f5a9ae000140efaf/
КВЕТИАПИН;Московский эндокринный завод  ФГУП ;623;/product/kvetiapin-0025-n60-tabl-pplenoboloch-mez-5e326a0765b5ab0001651fa8/
АНАЛЬГИН;Новосибхимфарм (АО) ;62;/product/analgin-05ml-2ml-n10-amp-r-r-vv-vm-novosibximfarm-5ebe6d8704316e0001577fe3/
СУЛЬПИРИД БЕЛУПО;Белупо, лекарства и косметика д.д ;92;/product/sulpirid-belupo-005-n30-kaps-5e326ef365b5ab0001654868/
БЕТАГИСТИН-СЗ;Северная Звезда, НАО ;164;/product/betagistin-sz-0024-n30-tabl-5e3269afca7bdc000192d7fc/
МЕЛИПРАМИН;Эгис Фармацевтический завод ЗАО ;313;/product/melipramin-0025-n50-tabl-pplenoboloch-5e326b18ca7bdc000192e32e/
ИНВЕГА;Янссен-Силаг Мануфэкчуринг ЛЛС/Янссен-Силаг С.п.А. ;2 666;/product/invega-0009-n28-tabl-prolong-po-5e3279aeca7bdc00019355dd/
КЛОПИКСОЛ-АКУФАЗ;Х.Лундбек А/О ;1 281;/product/klopiksol-akufaz-005ml-1ml-n5-amp-r-r-maslyan-vm-5e3266c7f5a9ae00014076bb/
ПРАМИПЕКСОЛ-ТЕВА;Тева Канада Лимитед ;583;/product/pramipeksol-teva-0001-n30-tabl-5e326b0eca7bdc000192e2ee/
НЕЙРОКС;Рафарма, АО ;205;/product/nejroks-0125-n30-tabl-pplenoboloch-5e32725aca7bdc00019318fe/
КАВИНТОН;Гедеон Рихтер ОАО ;223;/product/kavinton-0005ml-2ml-n10-amp-koncz-dr-ra-dinf-5e326d50f5a9ae000140aa77/
БИЛОБИЛ;КРКА, д.д., Ново место, АО ;648;/product/bilobil-004-n60-kaps-5e326403f5a9ae0001406445/
КВЕТИАПИН КАНОН;Канонфарма продакшн, ЗАО ;596;/product/kvetiapin-kanon-0025-n60-tabl-pplenoboloch-5e32799c65b5ab0001659a67/
ЦИТАЛОПРАМ;Пранафарм, ООО ;138;/product/czitalopram-001-n30-tabl-pplenoboloch-pranafarm-5e3269b2ca7bdc000192d810/
РЕВАЛГИН;Шрея Лайф Саенсиз Пвт Лтд ;122;/product/revalgin-n20-tabl-5e326821f5a9ae0001408243/
ЦИННАРИЗИН АВЕКСИМА;Авексима Сибирь ООО ;66;/product/czinnarizin-aveksima-0025-n50-tabl-5e3267d4f5a9ae0001407ff8/
КОЛДФРИ;Медлей Фармасьютикалс Лтд. ;87;/product/koldfri-n6-tabl-dnevnyen3-tabl-nochnye-5e327a0fca7bdc0001935932/
НЕЙПИЛЕПТ;"ФармФирма ""Сотекс"",ЗАО ";437;/product/nejpilept-025ml-4ml-n5-amp-r-r-vv-vm-5e326dd2f5a9ae000140aeca/
НОВАЛГИН;ОЗОН ООО ;192;/product/novalgin-50mg200mg200mg-n10-tabl-5e326f89ca7bdc00019307ec/
ПАРАЦЕТАМОЛ ДЕТСКИЙ;Кировская фармацевтическая фабрика АО ;87;/product/paraczetamol-detskij-0125ml-100ml-susp-dpriema-vnutr-dlya-detej-flak-stekllozhka-mernaya-ili-stakanchik-mernyj-ili-shpricz-mernyjkirovskaya-ff-615d5e63e078ae3b636c0e66/
100МЛ ФЛАК Р-Р Д/ПРИЕМА ВНУТРЬ;НОВО-ПАССИТ ;244;/product/novo-passit-100ml-flak-r-r-dpriema-vnutr-5e32717b65b5ab0001655a8c/
БИЛОБИЛ ФОРТЕ;КРКА, д.д., Ново место, АО ;309;/product/bilobil-forte-008-n20-kaps-5e32640365b5ab000164f2de/
ЭКСЕЛОН;Дельфарм Юнинг С.А.С. ;1 519;/product/ekselon-0002ml-50ml-flak-r-r-5e32661e65b5ab000164fe92/
РИСПЕРИДОН ОРГАНИКА 0,004 N20 ТАБЛ П/ПЛЕН/ОБОЛОЧ;Органика АО ;135;/product/risperidon-organika-0004-n20-tabl-pplenoboloch-5e325d8d65b5ab000164db21/
РИСПЕРИДОН;ОЗОН ООО ;203;/product/risperidon-0001ml-30ml-flak-r-r-dpriema-vnutr-5e327845ca7bdc00019349fd/
ГАЛОПЕРИДОЛ;ОЗОН ООО ;40;/product/galoperidol-00015-n50-tabl-ozon-5e326f4cca7bdc00019305f4/
БЕТАГИСТИН;ОЗОН ООО ;96;/product/betagistin-0008-n30-tabl-ozon-5e32771eca7bdc0001933ef8/
КОРВАЛОЛ;Кировская фармацевтическая фабрика, АО ;62;/product/korvalol-25ml-kapli-dpriema-vnutr-kff-5e3a6ac38c791e0001f6f694/
БЕТАГИСТИН-СЗ;Северная Звезда НАО ;172;/product/betagistin-sz-0016-n60-tabl-5e3269aff5a9ae0001408ea8/
ПРОСУЛЬПИН;ПРО.МЕД.ЦС Прага а.о. ;103;/product/prosulpin-005-n30-tabl-5e32681fca7bdc000192cb82/
МАКСИГАН;Юникем Лабораториз Лимитед ;132;/product/maksigan-n20-tabl-5e32795a65b5ab0001659820/
ПРОПАЗИН;Татхимфармпрепараты ОАО ;789;/product/propazin-0025-n50-tabl-po-5e326f8e65b5ab0001654d65/
АРТИКАИН-БИНЕРГИЯ С АДРЕНАЛИНОМ;АРМАВИРСКАЯ БИОФАБРИКА, ФКП ;579;/product/artikain-binergiya-s-adrenalinom-0020000005ml-2ml-n10-amp-r-r-din-60126a5cac74053783d5e3fe/
МЕКСИКОР;ФЕРМЕНТ Фирма, ООО ;208;/product/meksikor-005ml-5ml-n5-amp-r-r-vv-vm-5e3267c9ca7bdc000192c90e/
НЕУЛЕПТИЛ;А.Наттерманн энд Сие ГмбХ ;279;/product/neuleptil-4-30ml-flak-r-r-5e32799f65b5ab0001659a87/
ТАБАКУМ-ПЛЮС;ДОКТОР Н ;203;/product/tabakum-plyus-200-granuly-gomeopat-5e32781ff5a9ae000140ff86/
НЕЙРОКС;"ФармФирма ""Сотекс"",ЗАО ";289;/product/nejroks-005ml-5ml-n5-amp-r-r-vv-vm-5e3272fdca7bdc0001931f0b/
ТОФИЗОПАМ;Биоком, ЗАО ;247;/product/tofizopam-005-n20-tabl-5f8586b2351dcf0001013c27/
МИРАПЕКС ПД;Берингер Ингельхайм Фарма ГмбХ и Ко.КГ ;129;/product/mirapeks-pd-0000375-n10-tabl-prolong-5e3277d7f5a9ae000140fc14/
КИНЕЗИА;Валента Фармацевтика АО ;8 507;/product/kinezia-001-n27-tabl-prolong-vysvob-pplenoboloch-602d19c4672e9f8846845d5c/
ВИНПОЦЕТИН;ОЗОН ООО ;93;/product/vinpoczetin-0005-n50-tablozon-5e326da765b5ab0001653c04/
СПАЗГАН;Зен Фарма (П) Лтд ;138;/product/spazgan-5ml-n5-amp-r-r-vv-vm-5e3269daca7bdc000192d926/
ЗОЛМИТРИПТАН-СЗ;Северная Звезда, НАО ;143;/product/zolmitriptan-sz-00025-n4-tabl-pplenoboloch-5f92e49fa1934d0001686516/
НИКОРЕТТЕ 0,001/ДОЗА 13,2МЛ 150ДОЗ N2 ФЛАК СПРЕЙ Д/СЛИЗ РТА ДОЗ ФРУКТОВО-МЯТНЫЙ;МакНил АБ ;1 870;/product/nikorette-0001doza-132ml-150doz-n2-flak-sprej-dsliz-rta-doz-fruktovo-myatnyj-5ec2158abf12a00001e124f7/
ЛОГАЦЕР;Биосинтез ПАО ;413;/product/logaczer-025ml-4ml-n5-amp-r-r-dinf-vm-602fc1c7e40c542105c1a490/
ЛИДОКАИН ДС;ВЕТПРОМ АД ;52;/product/lidokain-ds-002ml-2ml-n5-amp-r-r-din-60e441ac400c76b8aaee3ac2/
ТОПАЛЕПСИН;Акрихин ХФК АО ;147;/product/topalepsin-0025-n30-tabl-pplenoboloch-5e32760dca7bdc000193356d/
САФИСТОН;ОЗОН ООО ;122;/product/safiston-005025015-n10-tabl-5e3271c7ca7bdc000193168e/
ПАРАЦЕТАМОЛ;РОЗЛЕКС ФАРМ ООО ;56;/product/paraczetamol-0025ml-100ml-flak-r-r-dpriema-vnutr-5e32704a65b5ab00016550c3/
ДЛЯ ДЕТЕЙ;ФЕРВЕКС ;290;/product/ferveks-dlya-detej-n8-pak-por-dr-ra-dpriema-vnutr-malinovyj-5e3278beca7bdc0001934d4d/
ЭВРИН;Гротекс ООО ;415;/product/evrin-005ml-2ml-n10-amp-r-r-vv-vm-5e3271ddca7bdc000193171a/
ЭНТЕРОДЕЗ;ЮжФарм, ООО ;150;/product/enterodez-50-n1-pak-por-dr-ra-dpriema-vnutrindupyuzhfarm-5f684704a8cc410001cfa1f0/
ЛЕВОКАРНИЛ;Эвалар ЗАО ;419;/product/levokarnil-05-n30-tabl-5e326c70ca7bdc000192eeb0/
БЕЛЛАСТЕЗИН;Вифитех ЗАО ;70;/product/bellastezin-03-n10-tabl-vifitex-5e326daf65b5ab0001653c4f/
ГЛИМЕПИРИД;Фармстандарт-Лексредства ОАО ;190;/product/glimepirid-0002-n30-tabl-5e32772065b5ab000165845b/
МАННИТ;Биохимик ПАО ;1 945;/product/mannit-015ml-200ml-n28-r-r-dinfbut-bioximik-5e326562f5a9ae0001406b5b/
РИНСУЛИН Р;ГЕРОФАРМ ООО ;924;/product/rinsulin-r-100meml-3ml-n5-kartr-r-r-din-5e326415f5a9ae00014064d5/
ГЛИДИАБ МВ;Акрихин ХФК АО ;153;/product/glidiab-mv-003-n60-tabl-s-modif-vysvob-603ddfbcfa2f34485bcd4016/
ДРОТАВЕРИН;Татхимфармпрепараты АО ;25;/product/drotaverin-004-n20-tabltatximfarm-6163e47a25363ef91e12c306/
АТРОПИН;Московский эндокринный завод  ФГУП ;48;/product/atropin-1-5ml-flak-kapli-glaznye-kryshkap-5e327ad4ca7bdc0001935e50/
ЗЕЛЕНИНА КАПЛИ;ТВЕРСКАЯ ФАРМ. ФАБРИКА,ОАО ;102;/product/zelenina-kapli-25ml-flakkaptverskaya-ff-5e326dd6ca7bdc000192f844/
АЛЬФА-ТОКОФЕРОЛА АЦЕТАТ ВИТАМИН Е;Тульская фармацевтическая фабрика ООО ;61;/product/alfa-tokoferola-aczetat-vitamin-e-01ml-50ml-r-r-dpriem-vnutr-masl-5e327353ca7bdc00019320a1/
ПАНТОКРИН ПАНТЕЯ;Эвалар ЗАО ;278;/product/pantokrin-panteya-ekstrakt-zhidkij-50ml-flak-5e3272e5ca7bdc0001931e4b/
КАЛЬЦИЯ ГЛЮКОНАТ-ВИАЛ;Северная Китайская Фармацевтическая Корпорация Лтд ;112;/product/kalcziya-glyukonat-vial-01ml-10ml-n10-amp-vv-vm-5e3277adca7bdc000193440b/
ТЫКВЕОЛ;Европа-Биофарм НПО ЗАО ;302;/product/tykveol-045-n50-kaps-5e32683965b5ab00016511e6/
АСВИТОЛ;Фармстандарт-Лексредства ОАО ;74;/product/asvitol-02-n20-zhev-tabl-apelsin-5e32669aca7bdc000192be5a/
БЕНФОГАММА 150;Мауэрманн-Арцнаймиттель КГ ;503;/product/benfogamma-150-015-n30-tabl-po-5e3279bb65b5ab0001659b91/
БЕРЛИТИОН 300;Хаупт Фарма Вольфратсхаузен ГмбХ/Берлин-Фарма ЗАО ;732;/product/berlition-300-03-n30-tabl-pplenoboloch-5e326574f5a9ae0001406bb9/
ГЛЮРЕНОРМ;Берингер Ингельхайм Эллас А.Е ;452;/product/glyurenorm-003-n60-tabl-5e3266b4f5a9ae00014075f8/
РОСИНСУЛИН М МИКС 30/70;Завод Медсинтез ООО ;1 076;/product/rosinsulin-m-miks-3070-100meml-3ml-n5-kartrshpricz-ruchka-susp-5e326de6f5a9ae000140af86/
ГЛЮКОВАНС;Мерк Сантэ с.а.с. ;262;/product/glyukovans-0002505-n30-tabl-pplenoboloch-5e3268aff5a9ae00014087d7/
АГРИ ДЕТСКИЙ;Материа Медика Холдинг НПФ ООО ;96;/product/agri-detskijantigrippin-gomeop-ddet-n40-tabl-5e326691f5a9ae00014074ab/
ОНДАНСЕТРОН;Новосибхимфарм (АО) ;263;/product/ondansetron-0002ml-4ml-n10-amp-r-r-vv-vmkorobkanxfz-60e2c212f919309e5221b73f/
ДРОТАВЕРИН;Борисовский завод медицинских препаратов, ОАО ;55;/product/drotaverin-002ml-2ml-n10-amp-r-r-vv-vmborisov-zmp-5e326c2265b5ab00016531eb/
ОМЕПРАЗОЛ РЕНЕВАЛ;Обновление ПФК  АО ;110;/product/omeprazol-reneval-002-n30-kaps-kishechnorastvor-5fd7361748ee1e0001410a53/
УРСОДЕЗ;Северная Звезда, НАО ;1 049;/product/ursodez-025-n100-kaps-5e32693dca7bdc000192d54d/
МАГНИЯ СУЛЬФАТ;Самарамедпром, ОАО ;33;/product/magniya-sulfat-250-n3-paket-por-dr-ra-dpriema-vnutrsamaramedprom-611f846bb63db1daf61c299f/
РИНЛИЗ;ГЕРОФАРМ ООО ;1 548;/product/rinliz-100meml-3ml-n5-kartridzhshpricz-ruchka-rinastra-ii-r-r-vv-pk-60a76fd0f437e60461071787/
АЛЛОХОЛ РЕНЕВАЛ;Обновление ПФК  АО ;78;/product/alloxol-reneval-n50-tabl-pplenoboloch-612740a1b67374f0a4dec314/
ОНДАНСЕТРОН;Новосибхимфарм ОАО ;112;/product/ondansetron-0002ml-2ml-n5-amp-r-r-vv-vmnxfz-5e326d9eca7bdc000192f671/
ЭЛИКСИР ЭВАЛАР;Эвалар ЗАО ;249;/product/eliksir-evalar-250ml-5e326847f5a9ae00014083dd/
ИЗЖОГОФФ;Эвалар ЗАО ;204;/product/izzhogoff-068008-n24-tabl-zhevatmyatnye-5e326d07ca7bdc000192f18a/
ВИТАМИН Е /АЛЬФА-ТОКОФЕРОЛА АЦЕТАТ/;ФП Мелиген, ЗАО ;49;/product/vitamin-e-alfa-tokoferola-aczetat-01-n30-kaps-meligen-60d984c04d6fe83af177845e/
НИФУРОКСАЗИД;ОЗОН ООО ;219;/product/nifuroksazid-01-n30-kaps-ozon-5ede07c943bbcf0001d1ed8b/
N12 ТАБЛ Д/РАССАС;ГАСТАЛ ;180;/product/gastal-n12-tabl-drassas-5e3265f9ca7bdc000192b80e/
ЛИДЕНТ БЭБИ;Акрихин ХФК АО ;250;/product/lident-bebi-03301-100-gel-stomatologicheskij-5e32766dca7bdc00019338c9/
СТОМАТИДИН;Босналек АО ;257;/product/stomatidin-01-200ml-r-r-dmest-prim-5e32682b65b5ab0001651160/
ПАНКРЕАТИН РЕНЕВАЛ 10 000;Обновление ПФК  АО ;123;/product/pankreatin-reneval-10-000-10000ed-n20-tabl-kishechnorastvor-pplenoboloch-615ec9a9481246e3def86a82/
АЛЬФА-ТОКОФЕРОЛА АЦЕТАТ;МАРБИОФАРМ ОАО ;43;/product/alfa-tokoferola-aczetat-01-n30-kaps-marbiofarm-5e3277c1f5a9ae000140fb56/
БАЕТА;Бакстер Фармасьютикал  Солюшнс ЭлЭлСи / АстраЗенека АБ ;7 769;/product/baeta-250mkgml-24ml-shpricz-ruchka-r-r-dpodkozh-61387d12bb58d05e778bfd6b/
КСЕНАЛТЕН;Оболенское Фармацевтическое предприятие, АО ;699;/product/ksenalten-012-n21-kaps-5ee8a4d636d38f0001c35774/
ЛАНЦИД;Микро Лабс Лимитед ;336;/product/lanczid-0015-n30-kaps-5e326aadca7bdc000192dfe0/
ДРОТАВЕРИН;Обновление ПФК  АО ;74;/product/drotaverin-004-n28-tablrenewal-5e327872f5a9ae00014101d1/
ЛЕВЗЕИ ЭКСТРАКТ ЖИДКИЙ;КАМЕЛИЯ ;63;/product/levzei-ekstrakt-zhidkij-25ml-flak-ekstrakt-zhidkij-dpriema-vnutr-6156ea7d3d1f16dfb8d7074b/
АСКОРБИНОВАЯ К-ТА С ГЛЮКОЗОЙ;Обновление ПФК  АО ;48;/product/askorbinovaya-k-ta-s-glyukozoj-01-n20-tabl-indup-renewal-5e327872ca7bdc0001934b47/
ОРАЛСЕПТ;РЕПЛЕК ФАРМ ООО Скопье ;282;/product/oralsept-0255mgdoza-176-doz-30ml-sprej-dmest-prim-dozir-5e326c4565b5ab0001653303/
РЕЗОЛОР;Янссен -Силаг С. п. А. ;1 447;/product/rezolor-0001-n28-tabl-pplenoboloch-5e3277caca7bdc0001934519/
ЭНТЕРОЛ КАПСУЛЫ;Биокодекс ;378;/product/enterol-025-n10-kapsflak-5e326be365b5ab0001652fbd/
СПАРЕКС;Канонфарма продакшн, ЗАО ;260;/product/spareks-0135-n30-tabl-pplenoboloch-5ede12b60fb48f0001ebc380/
КАЛЬЦИЯ ГЛЮКОНАТ;Обновление ПФК  АО ;45;/product/kalcziya-glyukonat-05-n30-tabl-indup-renewal-5e327a5365b5ab000165a01c/
ЭЛЕУТЕРОКОККА ЭКСТРАКТ ЖИДКИЙ;Татхимфармпрепараты АО ;49;/product/eleuterokokka-ekstrakt-zhidk-50ml-induptatxim-60b50c539a73a635e3f96ff0/
ЭЗОМЕПРАЗОЛ;Изварино Фарма ООО ;193;/product/ezomeprazol-002-n28-tabl-kishechnorastvor-po-izvarino-5e4e808f012c6600015187e9/
ВАЗЕЛИНОВОЕ МАСЛО;Тульская фармацевтическая фабрика, ООО ;31;/product/vazelinovoe-maslo-25ml-fl-dpriem-vntulskaya-ff-5e32776965b5ab00016586d5/
ГИДРАСЕК;Софартекс ;448;/product/gidrasek-01-n10-kaps-5e32783df5a9ae000141004a/
ОНДАНСЕТРОН-ТЕВА;Тева Фармасьютикал Воркс Прайвэт Лимитед Компани ;303;/product/ondansetron-teva-0008-n10-tabl-pplenoboloch-5e327261ca7bdc0001931927/
СНУП;Хемомонт д.о.о./ШТАДА Арцнаймиттель АГ ;NoData;/product/snup-005-15ml-sprej-nazal-5e327a36ca7bdc0001935a2e/
КЛАРИТИН;Шеринг-Плау Лабо Н.В. ;NoData;/product/klaritin-001-n10-tabl-5e3266c665b5ab0001650557/
ПЕРТУССИН-Ч;Кировская фармацевтическая фабрика АО ;NoData;/product/pertussin-ch-1000-sirop-kff-5e326c61ca7bdc000192ee57/
БРОНХИПРЕТ ТП;Роттендорф Фарма ГмбХ/Бионорика СЕ ;NoData;/product/bronxipret-tp-n20-tabl-pplenoboloch-5e326f7eca7bdc00019307a2/
АЛТЕЯ СИРОП;Синтез ОАО ;NoData;/product/alteya-sirop-95ml-flak-siropsintez-5e3271dff5a9ae000140cdca/
ОНБРЕЗ БРИЗХАЛЕР;Новартис Фармасьютика С.А. ;NoData;/product/onbrez-brizxaler-150mkg-n30-kaps-s-por-ding-60b11843406ca4ccf1547561/
ЭВКАБАЛ БАЛЬЗАМ С;Лихтенхельдт ГмбХ Фармацойтише Фабрик/Эспарма ГмбХ ;NoData;/product/evkabal-balzam-s-40ml-emuls-dingnaruzh-5e3271e2ca7bdc0001931742/
СМЕСЬ Д/ИНГАЛЯЦИЙ;Тульская фармацевтическая фабрика, ООО ;NoData;/product/smes-dingalyaczij-40ml-flaktulskaya-ff-5e326d91ca7bdc000192f613/
САНОРИН;Тева Чешские Предприятия с.р.о. ;NoData;/product/sanorin-005-10ml-flakkap-kapli-nazal-5e327632ca7bdc00019336d1/
АМБРОГЕКСАЛ;Салютас Фарма ГмбХ ;NoData;/product/ambrogeksal-003-n20-tabl-5e326bfdca7bdc000192eb7e/
ПИОНА УКЛОНЯЮЩЕГОСЯ НАСТОЙКА;ЭКОлаб (ЗАО) ;NoData;/product/piona-uklonyayushhegosya-nastojka-25ml-indupekolab-5e326aaef5a9ae0001409691/
СИБРИ БРИЗХАЛЕР;Новартис Фарма Штейн АГ/ Новартис Фармасьютика С.А ;NoData;/product/sibri-brizxaler-50mkg-n30kaps-s-por-dingbrizxal-5e327873f5a9ae00014101d2/
АМБРОКСОЛ-ВЕРТЕКС;Вертекс Акционерное Общество ;NoData;/product/ambroksol-verteks-00075ml-100ml-flak-r-r-dpriema-vnutr-i-ingalyaczij-5e32743dca7bdc00019324b2/
ЭВКАЛИПТ М;Натур Продукт Европа Б.В. ;NoData;/product/evkalipt-m-n24-pastilki-drassas-5e326a5af5a9ae000140938f/
МОНТЕЛАР 0,005 N28 ТАБЛ ЖЕВ;Сандоз Илач Санаи Ве Тиджарет А.С. ;NoData;/product/montelar-0005-n28-tabl-zhev-5e3263ed65b5ab000164f221/
МОНТЕЛАР 0,005 N28 ТАБЛ ЖЕВ;Генвеон Илач Санайи Ве Тиджарет Аноним Ширкети ;NoData;/product/montelar-0005-n28-tabl-zhev-60cb6168e106380619206a6a/
АММИАК;Флора Кавказа ОАО ;NoData;/product/ammiak-10-100ml-flak-r-r-dnaruzh-prim-ingflora-kavkaza-5fa3b63bdf0f2a00014dc897/
БЕКЛОМЕТАЗОН-АЭРОНАТИВ;Фармстандарт-Лексредства ОАО ;NoData;/product/beklometazon-aeronativ-250mkgdoza-200doz-aer-ding-dozir-5e32714465b5ab00016558d8/
АКВА МАРИС ПЛЮС;АКВА МАРИС ;NoData;/product/akva-maris-plyus-30ml-sprej-nazal-5e326f5bf5a9ae000140bd2f/
АЦЕТИЛЦИСТЕИН;МАРБИОФАРМ ОАО ;NoData;/product/aczetilczistein-01-n20-paket-po-10-por-dr-ra-dpriema-vnutr-5e3279cbca7bdc00019356e7/
БИФРАДУАЛ;ЮжФарм ООО ;NoData;/product/bifradual-025mgml05mgml-20ml-flak-r-r-ding-5fbb8d8ad8929e0001f493b5/
ДИМЕДРОЛ;Дальхимфарм ОАО ;NoData;/product/dimedrol-001ml-1ml-n10-amp-r-r-vv-vm-dalxim-5e326b1ef5a9ae0001409a0e/
КОРДИАМИН;Тульская фармацевтическая фабрика ООО ;NoData;/product/kordiamin-025ml-30ml-kapli-dpriem-vnutrtulskaya-ff-5e32716af5a9ae000140cb66/
КОРДИАМИН;Технопарк-Центр, ООО ;NoData;/product/kordiamin-025ml-25ml-flakkap-kapli-5e3279a865b5ab0001659ae0/
МОНТЕЛАР;Генвеон Илач Санайи Ве Тиджарет Аноним Ширкети ;NoData;/product/montelar-0005-n14-tabl-zhev-60d9772e4d6fe83af177843f/
БЕКСИСТ-САНОВЕЛЬ;Сановель Фармако-индустриальная торговая компания ;NoData;/product/beksist-sanovel-018-n20-tabl-pplenoboloch-5e326e01ca7bdc000192f995/
ТИЗИН АЛЕРДЖИ;Янссен Фармацевтика Н.В. ;NoData;/product/tizin-alerdzhi-50mkgdoza-10ml-flak-sprej-nazal-5e32674cca7bdc000192c556/
ОНБРЕЗ БРИЗХАЛЕР;Новартис Фарма Штейн АГ/ Новартис Фармасьютика С.А ;NoData;/product/onbrez-brizxaler-300mkg-n30-kaps-s-por-ding-5e326f91f5a9ae000140bed7/
БЕРАКСОЛ-СОЛОФАРМ;Гротекс ООО ;NoData;/product/beraksol-solofarm-00075ml-100ml-flak-r-r-dpriema-vnutr-i-ingalyaczij-5e326d2065b5ab0001653775/
ФАРИНГОСЕПТ КОРИЦА;С.К.Терапия С.А. ;NoData;/product/faringosept-koricza-001-n20-tabl-drass-5e327346f5a9ae000140d6ca/
ЛЮГОЛЯ С ГЛИЦЕРИНОМ;Тульская фармацевтическая фабрика, ООО ;NoData;/product/lyugolya-s-gliczerinom-250-r-r-dmestraspylit-5e3263c8ca7bdc000192ab87/
МУКАЛТИН-ЛЕКТ;Тюменский  ХФЗ ОАО ;NoData;/product/mukaltin-lekt-005-n10-tabl-5e3278e7f5a9ae00014104c9/
ЛЮГОЛЯ С ГЛИЦЕРИНОМ;Тульская фармацевтическая фабрика ООО ;NoData;/product/lyugolya-s-gliczerinom-500-r-r-dmestraspylit-5e3263c8f5a9ae000140623c/
АМБРОКСОЛ;ЭКОлаб (ЗАО) ;NoData;/product/ambroksol-00155ml-100ml-flak-sirop-5e32795cf5a9ae0001410961/
ТЕРАЛИДЖЕН ВАЛЕНТА;Валента Фармацевтика АО ;NoData;/product/teralidzhen-valenta-0005-n100-tabl-pplenoboloch-5e326a0665b5ab0001651f9d/
ЛИБЕКСИН МУКО;А.Наттерманн энд Сие ГмбХ ;NoData;/product/libeksin-muko-5-125ml-sirop-5e326b5af5a9ae0001409bce/
КОРДИАМИН;ФКП  Курская Биофабрика -фирма Биок ;NoData;/product/kordiamin-025ml-2ml-n10-amp-r-r-dinfkp-kurskaya-biofabrika-5f967c7a08b49b0001d608b7/
СИНУФОРТЕ;Лабораторио Рейг Хофре, С.А. (р-ль Б.Браун Медикал С.А.) ;NoData;/product/sinuforte-005-flak-liofil-dr-rar-l-5e32790865b5ab0001659470/
НАБОР ЛОРАТАДИН-АКРИХИН 0,01 N7 ТАБЛ закажи 2 упаковки со скидкой 20%;Акрихин ХФК АО ;NoData;/product/6102d0590377530f2b606fcb/
МОНТЕЛАР;Сандоз Илач Санаи Ве Тиджарет А.С. ;NoData;/product/montelar-001-n14-tabl-pplenoboloch-5e3263f3f5a9ae00014063c0/
АМБРОКСОЛ ВЕЛФАРМ;ВЕЛФАРМ, ООО ;NoData;/product/ambroksol-velfarm-003-n20-tabl-5fb7d99c5f37f000018fab3c/
ЭВКАЗОЛИН АКВА;Фармак АО ;NoData;/product/evkazolin-akva-01-100-sprej-nazal-flak-s-nasosom-dozatorom-615c4746750028de639600e0/
ЭЗЛОР СОЛЮШН ТАБЛЕТС;ОЗОН ООО ;NoData;/product/ezlor-solyushn-tablets-00025-n10-tabl-disperg-5f800f5a7f6f150001cee6e1/
САЛЬБУТАМОЛ-ФАРМСТАНДАРТ;Фармстандарт-Лексредства ОАО ;NoData;/product/salbutamol-farmstandart-100mkgdoza-200doz-aeroz-ding-dozir-5e3275b9ca7bdc0001933198/
КСИМЕЛИН;Такеда ГмбХ ;NoData;/product/ksimelin-00005ml-10ml-kapli-5e326f70ca7bdc0001930736/
АЦЦ;Фарма Вернигероде ГмбХ / Салютас Фарма ГмбХ ;NoData;/product/aczcz-002ml-100ml-sirop-ddetej-5e326b2f65b5ab0001652925/
ЦЕТИРИЗИН;Синтез ОАО ;NoData;/product/czetirizin-001-n10-tabl-pplenobolochsintez-604f4229ab6b707d0f49cad4/
АЦЦ 100;Гермес Фарма Гес. М.б.Х./ Салютас Фарма ГмбХ ;NoData;/product/aczcz-100-n20-ship-tabl-5e326b4cca7bdc000192e4c4/
БЕКЛАЗОН ЭКО ЛЕГКОЕ ДЫХАНИЕ;Нортон Вотерфорд-Айвэкс Фармасьютикалс Ирландия ;NoData;/product/beklazon-eko-legkoe-dyxanie-100mkgdoza-200doz-aerozol-ding-doz-aktiviruemyj-vdoxom-5e327755f5a9ae000140f7ab/
САЛТИКАЗОН - НАТИВ;Фармстандарт-Лексредства ОАО ;NoData;/product/saltikazon-nativ-50mkg250mkg-n30-por-ding-dozustrojstvo-dingalyaczij-5e326df6f5a9ae000140b001/
ВИКС АКТИВ БАЛЬЗАМ С МЕНТОЛОМ И ЭВКАЛИПТОМ;Проктер энд Гэмбл Мануфэкчуринг ГмбХ ;NoData;/product/viks-aktiv-balzam-mentolevkal-250-mazbanka-5e326dbaca7bdc000192f752/
БУДЕСОНИД-НАТИВ;Натива, ООО ;NoData;/product/budesonid-nativ-00005ml-2ml-n10-flak-r-r-ding-5e32679165b5ab0001650ca5/
